denied,debt_income_ratio,black,self_employed,score_consumer,score_mortgage,insurance_denied,loan_price_ratio
0,36.380001,0,0,2,2,0,.0001520001
1,19.27,0,0,2,1,0,.67706013
0,17.77,0,1,3,1,0,.69230771
0,36,1,1,3,2,0,.80000001
0,32.049999,0,1,1,2,0,.61904764
0,44,0,0,1,1,0,.80341882
0,29.209999,0,0,1,2,0,.90196079
0,39.5,0,0,2,2,0,.74666667
1,37,0,0,2,1,0,.83333331
1,44,1,0,6,2,0,.89873415
1,37,1,0,6,2,0,.50400001
0,29.389999,1,0,5,2,0,.79444444
0,44.470001,0,0,2,1,0,.86538464
0,35,0,0,1,2,0,.7977528
0,35.900002,0,1,6,2,0,.80000001
0,39,0,0,1,1,0,.79876161
0,34,0,1,1,2,0,.89999998
0,39.360001,0,0,1,2,0,.79874212
0,31,0,0,4,2,0,.90303028
0,30.16,0,0,1,2,0,.79518074
0,42.740002,1,0,5,2,0,.80000001
0,35.139999,0,0,2,1,0,.90175438
0,39,0,0,2,1,0,.80000001
1,34.93,0,0,1,1,0,.80000001
0,37.23,0,0,1,1,0,.90204084
0,33.529999,0,0,1,1,0,.90303028
0,38.849998,0,0,1,1,0,.80000001
0,42.09,0,0,1,1,0,.77165353
0,28.4,0,0,1,2,0,.78481013
0,35.400002,1,0,1,2,0,.89999998
1,47.779999,0,0,6,2,0,.75064933
0,40.98,1,0,1,2,0,.89855075
0,19.440001,0,0,1,1,0,.79344261
0,46.450001,0,0,1,2,0,.73118281
0,34.169998,0,0,1,1,0,.90399998
0,31.77,1,0,1,1,0,.90277779
0,30.83,1,1,2,3,0,.80555558
0,35.369999,0,0,1,2,0,.89937109
0,39.380001,0,0,1,2,0,.74418604
0,39.220001,0,0,1,2,0,.902439
0,20.049999,1,1,1,2,0,.875
0,47.939999,0,0,4,2,0,.70652175
0,31.15,0,0,1,2,0,.80263156
0,11.35,0,1,1,1,0,.80319148
1,31.889999,1,0,5,1,0,.89999998
0,35.169998,0,0,1,2,0,.89781022
0,24.42,0,0,1,1,0,.80263156
0,31.84,0,0,1,2,0,.31578946
0,19.219999,0,0,1,2,0,.89705884
0,42.150002,0,0,1,1,0,.89759034
0,33.93,0,0,2,2,0,.87096775
0,10.79,0,1,1,1,0,.69565219
1,26.790001,0,0,1,2,0,.9054054
1,35.82,1,0,5,2,0,.89830506
0,36.799999,0,0,1,2,0,.89999998
0,25.379999,0,0,4,2,0,.88235295
0,29.52,0,0,3,2,0,.80257511
0,29.309999,1,0,1,1,0,.83333331
0,29.879999,0,0,4,2,0,.79012346
0,33.779999,0,0,1,2,0,.77837837
0,36.869999,0,0,1,2,0,.90285712
0,40.09,1,0,4,1,0,.79545456
0,35,0,0,1,2,0,.88732392
0,39.049999,1,1,1,2,0,.80000001
0,40.02,0,0,2,2,0,.90196079
0,39.529999,1,0,1,2,0,.90070921
0,36.299999,1,0,1,2,0,.7972973
1,36.700001,0,0,3,2,0,.89763778
0,33.59,0,0,1,2,0,.90285712
1,24.23,0,0,5,2,0,.90265489
0,24.76,0,0,2,2,0,.89908254
0,39.049999,0,0,1,1,0,.90212768
0,32.220001,0,0,4,1,0,.75757575
0,32.169998,0,0,1,2,0,.90322578
0,42.66,1,0,1,2,0,.80000001
0,30.940001,0,0,1,2,0,.70588237
0,33.720001,0,0,4,2,0,.74852073
0,26,0,0,4,1,0,1
0,35.830002,1,0,1,2,0,.90344828
0,35.25,0,1,2,2,0,.375
0,28.309999,0,1,2,1,0,.75
0,32.07,0,0,2,2,0,.80000001
1,43.150002,0,0,2,2,0,.875
1,32.07,1,0,1,2,0,.89999998
0,31.959999,0,0,1,1,0,.68484849
1,39.959999,0,0,2,3,0,.89999998
0,32.110001,0,0,1,2,0,.8984375
0,38.400002,0,0,4,1,0,.71069181
1,19,0,1,1,2,0,.75454545
1,4,0,0,1,2,0,.80000001
1,34.66,0,0,1,2,0,.90344828
1,48.400002,0,1,5,2,0,1
0,32.869999,0,0,1,2,0,.90769231
1,28.66,1,0,6,1,0,.79661018
0,31.58,0,0,1,2,0,.74853802
0,41.91,0,0,1,2,0,.79452056
0,37.790001,0,0,1,2,0,.89880955
1,44,1,0,1,2,0,.74820143
1,32.209999,1,0,4,2,0,.90277779
0,37.330002,0,1,5,1,0,.75
1,29.200001,0,0,5,2,0,.89285713
0,30.309999,0,0,1,2,0,.90322578
0,30.709999,0,0,5,3,0,.75
0,32,1,0,5,2,0,.74576271
0,33.18,0,0,2,1,0,.79797977
0,33.869999,0,0,2,1,0,
0,31.940001,0,0,1,2,0,.80000001
0,29.17,0,1,1,1,0,.69444442
0,32.950001,0,0,1,2,0,.90399998
0,38.299999,0,0,3,1,0,.80092591
1,25.42,1,0,6,2,0,.95348835
0,31.6,0,0,1,2,0,.80800003
0,37.259998,0,0,1,2,0,.80053371
0,35.830002,0,0,2,2,0,.75320512
0,33,0,0,2,1,0,.79941005
0,38.009998,1,0,1,1,0,.75384617
0,31.68,0,0,1,2,0,.74860334
0,38.52,0,0,1,2,0,.92903227
0,34.529999,0,0,1,2,0,.75423729
0,29.67,0,0,2,2,0,.90102386
0,27.58,0,0,1,2,0,.75555557
0,40.09,1,0,3,2,0,.75
0,35.560001,0,0,1,2,0,.64743972
0,30.219999,0,0,2,1,0,.89999998
0,21.85,0,0,1,2,0,.79601991
0,26.299999,0,0,1,2,0,.80000001
0,32.299999,0,0,1,1,0,.74774772
0,35.560001,0,0,4,2,0,.79874212
0,30.799999,0,0,1,2,0,.80000001
0,27.6,0,0,1,1,0,.80000001
0,36.560001,0,0,1,2,0,.80000001
0,33.23,0,0,1,1,0,.54045802
0,28.75,0,0,1,2,0,.60944206
0,26.219999,0,0,1,1,0,.63921571
0,35.290001,0,0,1,2,0,.94392526
0,35.34,0,0,3,1,0,.79682648
0,30.1,0,0,1,2,0,.31976745
0,37.27,1,0,1,2,0,.80000001
0,35,0,0,3,1,0,.50884354
0,35,0,0,1,2,0,.80000001
0,17,0,0,3,1,0,.44117647
0,17,0,1,1,1,0,.45581394
0,30,0,0,2,1,0,.60352421
0,34,0,0,1,1,0,.76326531
1,50,0,0,3,1,0,.50793654
0,21,0,0,1,2,0,.74666667
0,36,0,0,1,1,0,4.2133331
0,19,0,0,3,2,0,.36144578
0,32,0,0,3,1,0,.79754603
0,35,0,0,3,3,0,.6745283
1,21,0,1,2,2,0,.7056604
0,28,0,0,1,1,0,.72590739
0,30,0,0,3,4,0,.59696972
0,36,0,0,1,2,0,.79847908
0,27,0,0,2,2,0,.80263156
0,38,0,0,2,1,0,.58730161
0,34,0,1,3,4,0,.7241379
0,27,0,0,3,1,0,.75454545
0,37,0,0,3,1,0,.90140843
0,30.33,0,0,2,1,0,.51612902
0,29.860001,0,0,1,1,0,.68936169
0,37.02,0,0,1,1,0,.76555026
0,36.5,1,0,6,2,0,.90476191
0,36.599998,0,0,1,1,0,.47948718
0,33,0,0,1,2,0,.7265625
0,40,0,0,1,2,0,.55555558
0,27,1,0,1,2,0,.85294116
0,29,0,0,1,2,0,.79051381
0,31,0,0,1,1,0,.73284477
0,38,1,0,6,2,0,.94999999
0,37,1,0,1,2,0,.89999998
0,38,1,0,1,2,0,.89999998
0,34,0,0,1,2,0,.5
0,42,0,0,1,2,0,.79933852
0,32,0,0,1,2,0,.89913994
0,38.599998,0,0,1,1,0,.32692307
0,34.700001,0,0,1,2,0,.7241379
0,24.4,0,1,1,2,0,.80000001
0,23,0,0,1,2,0,.45161289
0,34,1,0,1,2,0,.90322578
0,35,0,0,1,2,0,.90109891
0,37.900002,0,0,6,2,0,.90384614
0,39,0,0,1,2,0,.92000002
0,42,0,0,1,2,0,.80000001
0,26,0,0,1,1,0,.88207549
0,43,0,0,2,1,0,.75144511
0,34,0,0,2,2,0,.94871795
0,20,0,1,2,1,0,.89999998
0,36,0,0,1,2,0,.92000002
0,32,1,0,2,2,0,.94244605
0,35,0,0,1,2,0,.63207549
0,47,0,1,1,1,0,.89312977
0,39,1,0,6,2,0,.94
0,34,0,0,1,2,0,.89473683
0,38,1,0,1,2,0,.95384616
1,36.799999,1,0,2,2,0,1.2214285
0,30,0,0,1,2,0,.80000001
0,39.099998,0,0,1,2,0,.95412844
0,30,0,0,2,2,0,.90076333
0,41,0,0,1,2,0,.89999998
0,34,0,0,2,1,0,.80645162
0,26,0,0,1,2,0,.44444445
0,35,0,0,1,1,0,.71428573
0,9,0,0,1,2,0,.80000001
0,26,0,0,1,2,0,.92021275
0,44,0,0,1,1,0,.80000001
0,35,0,0,2,2,0,.80000001
0,39,0,0,2,1,0,.61023623
0,31,0,0,5,2,0,.75
0,40,0,0,1,1,0,.80508476
0,41,0,1,2,1,0,.64705884
0,24,0,0,2,1,0,.80000001
0,33,0,0,2,1,0,.80000001
0,37,0,0,1,2,0,.80000001
0,35,0,0,1,1,0,.52173913
1,42,0,0,6,2,0,.75238097
0,33,1,0,6,2,0,.80000001
0,34,0,0,1,1,0,.73191488
0,36,0,0,1,3,0,.90140843
1,32,0,1,3,1,0,.80000001
0,32,0,0,3,2,0,.80000001
0,27,0,0,2,1,0,.9018088
0,33,0,1,1,1,0,.47489825
0,38,0,0,5,1,0,.72115386
0,36,1,0,2,1,0,.74871796
0,24,0,0,1,2,0,.79844964
0,32,0,0,1,2,0,.80000001
0,38,0,0,1,2,0,.3125
0,38,0,0,2,2,0,.49019608
0,25,0,0,2,2,0,.80000001
0,32,0,0,1,2,0,.80000001
0,31,1,0,6,2,0,.89873415
0,33,0,0,3,2,0,.80000001
0,35,1,0,3,2,0,.90076333
0,33,0,0,5,1,0,.80303031
0,31,0,1,1,1,0,.6857143
0,30,0,0,1,2,0,.80067569
0,26,0,0,2,1,0,.59365082
1,32,1,0,6,1,0,.79674798
1,35,0,0,2,2,0,.80000001
